Rank,Scenario ID,Name,Cash Down ($),LOC Initial ($),Mortgage Initial ($),Velocity Tier,Quarterly Extra ($),Payoff Month,Payoff Years,Nominal Outflows ($),Total Interest ($),Tax Savings ($),PV Outflows @ 3.8% ($),Delta PV vs Baseline ($),Strategy IRR vs Baseline (%)
1,56,C0k_L1100k_M600k_V0,0,1100000,600000,V0,0,360,30.00,2138502.96,1690671.04,185370.55,1451577.15,-413774.95,N/A
2,61,C0k_L1200k_M500k_V0,0,1200000,500000,V0,0,360,30.00,2124149.75,1645422.74,154475.46,1451947.25,-413404.85,N/A
3,66,C0k_L1300k_M400k_V0,0,1300000,400000,V0,0,360,30.00,2109796.55,1600174.44,123580.37,1454610.48,-410741.62,N/A
4,71,C0k_L1400k_M300k_V0,0,1400000,300000,V0,0,360,30.00,2095443.34,1554926.14,92685.27,1457297.85,-408054.25,N/A
5,76,C0k_L1500k_M200k_V0,0,1500000,200000,V0,0,360,30.00,2081090.13,1509677.85,61790.18,1460239.25,-405112.85,N/A
6,51,C0k_L1000k_M700k_V0,0,1000000,700000,V0,0,360,30.00,2152856.17,1735919.34,216265.64,1463043.38,-402308.72,N/A
7,81,C0k_L1600k_M100k_V0,0,1600000,100000,V0,0,360,30.00,2066736.93,1464429.55,30895.09,1463952.77,-401399.33,N/A
8,86,C0k_L1700k_M0k_V0,0,1700000,0,V0,0,360,30.00,2052383.72,1419181.25,0.00,1468550.29,-396801.81,N/A
9,47,C0k_L900k_M800k_V1,0,900000,800000,V1,5000,314,26.17,2050296.74,1404875.72,226299.51,1471913.19,-393438.91,N/A
10,52,C0k_L1000k_M700k_V1,0,1000000,700000,V1,5000,313,26.08,2036164.01,1360409.98,200652.14,1472946.34,-392405.76,N/A
11,46,C0k_L900k_M800k_V0,0,900000,800000,V0,0,360,30.00,2169288.94,1781167.63,245081.17,1479361.99,-385990.11,N/A
12,57,C0k_L1100k_M600k_V1,0,1100000,600000,V1,5000,312,26.00,2022650.60,1313594.52,172008.86,1482551.97,-382800.13,N/A
13,42,C0k_L800k_M900k_V1,0,800000,900000,V1,5000,312,26.00,2086391.97,1445987.05,240660.01,1482762.98,-382589.12,N/A
14,41,C0k_L800k_M900k_V0,0,800000,900000,V0,0,360,30.00,2195776.16,1826415.93,263842.24,1495694.09,-369658.01,0.86%
15,62,C0k_L1200k_M500k_V1,0,1200000,500000,V1,5000,310,25.83,2016591.02,1269918.80,143830.51,1498227.64,-367124.46,N/A
16,37,C0k_L700k_M1000k_V1,0,700000,1000000,V1,5000,312,26.00,2120035.63,1487719.13,248748.43,1499520.26,-365831.84,N/A
17,36,C0k_L700k_M1000k_V0,0,700000,1000000,V0,0,360,30.00,2228161.82,1871664.23,276704.88,1512036.97,-353315.13,2.19%
18,67,C0k_L1300k_M400k_V1,0,1300000,400000,V1,5000,307,25.58,2013869.14,1224362.14,114952.84,1514440.93,-350911.17,N/A
19,32,C0k_L600k_M1100k_V1,0,600000,1100000,V1,5000,310,25.83,2166067.92,1528298.56,252733.37,1517957.96,-347394.14,N/A
20,31,C0k_L600k_M1100k_V0,0,600000,1100000,V0,0,360,30.00,2263867.08,1916912.53,286247.92,1528379.86,-336972.24,3.09%
21,72,C0k_L1400k_M300k_V1,0,1400000,300000,V1,5000,303,25.25,2016207.26,1179552.29,86045.35,1528874.42,-336477.68,N/A
22,27,C0k_L500k_M1200k_V1,0,500000,1200000,V1,5000,306,25.50,2215486.69,1560025.51,253598.15,1537930.77,-327421.34,N/A
23,77,C0k_L1500k_M200k_V1,0,1500000,200000,V1,5000,294,24.50,2040374.43,1134453.27,56887.16,1543332.96,-322019.14,N/A
24,26,C0k_L500k_M1200k_V0,0,500000,1200000,V0,0,360,30.00,2301801.76,1962160.83,293561.54,1544722.74,-320629.36,3.79%
25,141,C100k_L1000k_M600k_V0,100000,1000000,600000,V0,0,360,30.00,2267135.86,1607189.79,185370.55,1545844.64,-319507.46,N/A
26,146,C100k_L1100k_M500k_V0,100000,1100000,500000,V0,0,360,30.00,2252782.65,1561941.49,154475.46,1546988.76,-318363.34,N/A
27,151,C100k_L1200k_M400k_V0,100000,1200000,400000,V0,0,360,30.00,2238429.45,1516693.19,123580.37,1549652.00,-315700.10,N/A
28,156,C100k_L1300k_M300k_V0,100000,1300000,300000,V0,0,360,30.00,2224076.24,1471444.89,92685.27,1552315.23,-313036.87,N/A
29,161,C100k_L1400k_M200k_V0,100000,1400000,200000,V0,0,360,30.00,2209723.03,1426196.60,61790.18,1554978.47,-310373.63,N/A
30,82,C0k_L1600k_M100k_V1,0,1600000,100000,V1,5000,285,23.75,2065344.35,1092156.18,28250.97,1555304.90,-310047.20,8.88%
31,22,C0k_L400k_M1300k_V1,0,400000,1300000,V1,5000,302,25.17,2262657.99,1588649.50,253186.60,1557335.60,-308016.50,N/A
32,166,C100k_L1500k_M100k_V0,100000,1500000,100000,V0,0,360,30.00,2195369.83,1380948.30,30895.09,1557641.70,-307710.40,N/A
33,137,C100k_L900k_M700k_V1,100000,900000,700000,V1,5000,309,25.75,2142377.23,1279959.54,198399.19,1558510.05,-306842.05,N/A
34,136,C100k_L900k_M700k_V0,100000,900000,700000,V0,0,360,30.00,2281489.07,1652438.09,216265.64,1559206.08,-306146.02,N/A
35,132,C100k_L800k_M800k_V1,100000,800000,800000,V1,5000,309,25.75,2159180.23,1321211.17,222847.82,1559547.94,-305804.16,N/A
36,171,C100k_L1600k_M0k_V0,100000,1600000,0,V0,0,360,30.00,2181016.62,1335700.00,0.00,1560550.30,-304801.80,N/A
37,21,C0k_L400k_M1300k_V0,0,400000,1300000,V0,0,360,30.00,2341122.53,2007409.12,299489.06,1561065.62,-304286.48,4.36%
38,142,C100k_L1000k_M600k_V1,100000,1000000,600000,V1,5000,309,25.75,2125694.26,1235567.28,170689.90,1561233.90,-304118.20,N/A
39,87,C0k_L1700k_M0k_V1,0,1700000,0,V1,5000,267,22.25,2126772.17,1052044.90,0.00,1566622.58,-298729.52,7.78%
40,147,C100k_L1100k_M500k_V1,100000,1100000,500000,V1,5000,306,25.50,2119159.34,1189103.37,142130.98,1569750.36,-295601.74,N/A
41,127,C100k_L700k_M900k_V1,100000,700000,900000,V1,5000,308,25.67,2190846.46,1363084.28,236868.52,1570083.41,-295268.69,N/A
42,131,C100k_L800k_M800k_V0,100000,800000,800000,V0,0,360,30.00,2297921.84,1697686.38,245081.17,1575434.34,-289917.76,N/A
43,16,C0k_L300k_M1400k_V0,0,300000,1400000,V0,0,360,30.00,2381561.17,2052657.42,304298.72,1577408.51,-287943.59,4.84%
44,17,C0k_L300k_M1400k_V1,0,300000,1400000,V1,5000,296,24.67,2306588.43,1602611.03,250032.57,1577809.75,-287542.35,N/A
45,48,C0k_L900k_M800k_V2,0,900000,800000,V2,15000,205,17.08,2049287.86,916252.86,156715.62,1581063.26,-284288.84,7.68%
46,53,C0k_L1000k_M700k_V2,0,1000000,700000,V2,15000,205,17.08,2038900.55,890158.90,141008.99,1581480.42,-283871.68,7.52%
47,58,C0k_L1100k_M600k_V2,0,1100000,600000,V2,15000,204,17.00,2032259.59,861537.82,122030.75,1584187.25,-281164.85,7.30%
48,152,C100k_L1200k_M400k_V1,100000,1200000,400000,V1,5000,303,25.25,2114990.70,1145653.58,114006.86,1585497.05,-279855.05,9.40%
49,122,C100k_L600k_M1000k_V1,100000,600000,1000000,V1,5000,306,25.50,2232002.45,1403899.29,244083.80,1586681.78,-278670.32,N/A
50,63,C0k_L1200k_M500k_V2,0,1200000,500000,V2,15000,203,16.92,2027720.42,834920.86,103011.81,1588505.84,-276846.26,7.12%
51,43,C0k_L800k_M900k_V2,0,800000,900000,V2,15000,204,17.00,2070432.59,938823.49,161143.43,1590775.25,-274576.85,7.57%
52,126,C100k_L700k_M900k_V0,100000,700000,900000,V0,0,360,30.00,2324409.06,1742934.68,263842.24,1591690.68,-273661.42,N/A
53,11,C0k_L200k_M1500k_V0,0,200000,1500000,V0,0,360,30.00,2422758.85,2097905.72,308349.34,1593751.39,-271600.71,5.25%
54,12,C0k_L200k_M1500k_V1,0,200000,1500000,V1,5000,287,23.92,2344353.63,1595116.59,243666.18,1599906.84,-265445.26,N/A
55,68,C0k_L1300k_M400k_V2,0,1300000,400000,V2,15000,199,16.58,2029651.85,804356.05,82561.60,1599950.63,-265401.47,6.94%
56,157,C100k_L1300k_M300k_V1,100000,1300000,300000,V1,5000,300,25.00,2109749.18,1100743.61,85284.39,1601039.52,-264312.58,8.41%
57,38,C0k_L700k_M1000k_V2,0,700000,1000000,V2,15000,203,16.92,2090844.11,956884.38,161851.63,1602163.43,-263188.67,7.39%
58,117,C100k_L500k_M1100k_V1,100000,500000,1100000,V1,5000,303,25.25,2273576.85,1436193.71,245960.85,1605558.93,-259793.17,N/A
59,121,C100k_L600k_M1000k_V0,100000,600000,1000000,V0,0,360,30.00,2356794.72,1788182.98,276704.88,1608009.28,-257342.82,N/A
60,6,C0k_L100k_M1600k_V0,0,100000,1600000,V0,0,360,30.00,2464683.25,2143154.02,311673.23,1610094.27,-255257.83,5.62%
61,33,C0k_L600k_M1100k_V2,0,600000,1100000,V2,15000,201,16.75,2113351.71,973676.21,162196.63,1613849.41,-251502.69,7.21%
62,73,C0k_L1400k_M300k_V2,0,1400000,300000,V2,15000,195,16.25,2032899.33,775345.64,62049.70,1615399.81,-249952.29,6.78%
63,162,C100k_L1400k_M200k_V1,100000,1400000,200000,V1,5000,292,24.33,2123520.91,1056886.32,56605.52,1615857.26,-249494.84,7.79%
64,7,C0k_L100k_M1600k_V1,0,100000,1600000,V1,5000,273,22.75,2365691.14,1547203.93,232395.35,1622020.02,-243332.08,N/A
65,116,C100k_L500k_M1100k_V0,100000,500000,1100000,V0,0,360,30.00,2392499.98,1833431.28,286247.92,1624327.89,-241024.21,1.47%
66,112,C100k_L400k_M1200k_V1,100000,400000,1200000,V1,5000,299,24.92,2317260.43,1465508.62,246237.45,1624354.87,-240997.23,N/A
67,1,C0k_L0k_M1700k_V0,0,0,1700000,V0,0,360,30.00,2506970.15,2188402.31,314634.64,1626437.15,-238914.95,5.94%
68,28,C0k_L500k_M1200k_V2,0,500000,1200000,V2,15000,198,16.50,2131833.37,981851.70,160840.21,1626963.07,-238389.03,7.02%
69,167,C100k_L1500k_M100k_V1,100000,1500000,100000,V1,5000,279,23.25,2153933.82,1013810.26,27932.84,1629131.49,-236220.61,7.34%
70,78,C0k_L1500k_M200k_V2,0,1500000,200000,V2,15000,189,15.75,2042725.40,747188.36,41352.21,1629421.35,-235930.75,6.64%
71,83,C0k_L1600k_M100k_V2,0,1600000,100000,V2,15000,183,15.25,2053368.36,720205.68,20579.56,1637802.06,-227550.04,6.51%
72,138,C100k_L900k_M700k_V2,100000,900000,700000,V2,15000,198,16.50,2082722.69,820765.85,135878.30,1639558.20,-225793.90,7.15%
73,133,C100k_L800k_M800k_V2,100000,800000,800000,V2,15000,198,16.50,2091263.37,843561.01,150132.78,1639606.84,-225745.26,7.25%
74,172,C100k_L1600k_M0k_V1,100000,1600000,0,V1,5000,263,21.92,2194370.20,974443.82,0.00,1639608.75,-225743.35,6.99%
75,23,C0k_L400k_M1300k_V2,0,400000,1300000,V2,15000,193,16.08,2151390.64,984584.60,158559.00,1640243.76,-225108.34,6.84%
76,111,C100k_L400k_M1200k_V0,100000,400000,1200000,V0,0,360,30.00,2430434.66,1878679.58,293561.54,1640646.49,-224705.61,3.06%
77,221,C200k_L900k_M600k_V0,200000,900000,600000,V0,0,360,30.00,2395768.76,1523708.54,185370.55,1640906.83,-224445.27,N/A
78,143,C100k_L1000k_M600k_V2,100000,1000000,600000,V2,15000,198,16.50,2074549.88,794849.45,118134.72,1641333.07,-224019.03,7.00%
79,226,C200k_L1000k_M500k_V0,200000,1000000,500000,V0,0,360,30.00,2381415.55,1478460.24,154475.46,1642030.28,-223321.82,N/A
80,2,C0k_L0k_M1700k_V1,0,0,1700000,V1,5000,252,21.00,2346150.71,1427962.62,213585.21,1642130.36,-223221.74,N/A
81,88,C0k_L1700k_M0k_V2,0,1700000,0,V2,15000,176,14.67,2068261.66,695381.60,0.00,1642185.30,-223166.80,6.39%
82,107,C100k_L300k_M1300k_V1,100000,300000,1300000,V1,5000,292,24.33,2360342.19,1480651.57,243549.49,1644004.58,-221347.52,N/A
83,231,C200k_L1100k_M400k_V0,200000,1100000,400000,V0,0,360,30.00,2367062.35,1433211.94,123580.37,1644693.52,-220658.58,N/A
84,217,C200k_L800k_M700k_V1,200000,800000,700000,V1,5000,304,25.33,2243079.23,1197103.13,195141.45,1644819.30,-220532.80,9.58%
85,212,C200k_L700k_M800k_V1,200000,700000,800000,V1,5000,303,25.25,2263832.90,1239088.91,219243.65,1645164.04,-220188.06,10.46%
86,222,C200k_L900k_M600k_V1,200000,900000,600000,V1,5000,304,25.33,2228276.64,1155747.35,168588.26,1646184.88,-219167.22,8.84%
87,148,C100k_L1100k_M500k_V2,100000,1100000,500000,V2,15000,195,16.25,2072367.48,766813.08,99296.81,1646862.90,-218489.20,6.86%
88,236,C200k_L1200k_M300k_V0,200000,1200000,300000,V0,0,360,30.00,2352709.14,1387963.64,92685.27,1647356.75,-217995.35,N/A
89,227,C200k_L1000k_M500k_V1,200000,1000000,500000,V1,5000,303,25.25,2214609.38,1111546.71,140924.96,1649077.69,-216274.41,8.27%
90,153,C100k_L1200k_M400k_V2,100000,1200000,400000,V2,15000,195,16.25,2065172.51,740726.44,80405.15,1649212.74,-216139.36,6.74%
91,128,C100k_L700k_M900k_V2,100000,700000,900000,V2,15000,197,16.42,2109234.31,862233.59,153189.87,1649452.57,-215899.53,7.14%
92,241,C200k_L1300k_M200k_V0,200000,1300000,200000,V0,0,360,30.00,2338355.93,1342715.35,61790.18,1650019.99,-215332.11,N/A
93,246,C200k_L1400k_M100k_V0,200000,1400000,100000,V0,0,360,30.00,2324002.73,1297467.05,30895.09,1652683.22,-212668.88,10.45%
94,18,C0k_L300k_M1400k_V2,0,300000,1400000,V2,15000,188,15.67,2161128.24,976004.89,154619.82,1653205.93,-212146.18,6.66%
95,207,C200k_L600k_M900k_V1,200000,600000,900000,V1,5000,303,25.25,2291677.73,1280092.78,232402.69,1655099.87,-210252.23,10.68%
96,251,C200k_L1500k_M0k_V0,200000,1500000,0,V0,0,360,30.00,2309649.52,1252218.75,0.00,1655346.46,-210005.64,8.70%
97,216,C200k_L800k_M700k_V0,200000,800000,700000,V0,0,360,30.00,2410121.97,1568956.84,216265.64,1655675.66,-209676.44,N/A
98,232,C200k_L1100k_M400k_V1,200000,1100000,400000,V1,5000,299,24.92,2208485.97,1065624.67,112496.10,1656921.98,-208430.12,7.81%
99,106,C100k_L300k_M1300k_V0,100000,300000,1300000,V0,0,360,30.00,2469755.43,1923927.87,299489.06,1656965.09,-208387.01,4.08%
100,54,C0k_L1000k_M700k_V3,0,1000000,700000,V3,40000,105,8.75,1922918.92,460283.11,74531.70,1657769.80,-207582.30,6.38%
101,49,C0k_L900k_M800k_V3,0,900000,800000,V3,40000,105,8.75,1926362.46,470247.86,81052.90,1658163.75,-207188.35,6.39%
102,59,C0k_L1100k_M600k_V3,0,1100000,600000,V3,40000,105,8.75,1921189.63,449249.44,65227.32,1659334.05,-206018.05,6.34%
103,123,C100k_L600k_M1000k_V2,100000,600000,1000000,V2,15000,195,16.25,2130423.86,879740.79,154168.15,1659872.70,-205479.40,7.02%
104,158,C100k_L1300k_M300k_V2,100000,1300000,300000,V2,15000,189,15.75,2070003.80,711663.02,60315.28,1661015.26,-204336.84,6.62%
105,64,C0k_L1200k_M500k_V3,0,1200000,500000,V3,40000,105,8.75,1920700.35,439275.32,55742.48,1661766.53,-203585.57,6.30%
106,102,C100k_L200k_M1400k_V1,100000,200000,1400000,V1,5000,283,23.58,2392183.48,1475055.71,237421.39,1662543.79,-202808.31,N/A
107,44,C0k_L800k_M900k_V3,0,800000,900000,V3,40000,105,8.75,1932650.85,476591.14,81107.80,1663533.81,-201818.29,6.34%
108,13,C0k_L200k_M1500k_V2,0,200000,1500000,V2,15000,181,15.08,2169310.95,959993.21,149898.94,1663569.61,-201782.49,6.52%
109,69,C0k_L1300k_M400k_V3,0,1300000,400000,V3,40000,102,8.50,1924711.38,426884.87,45225.39,1667235.95,-198116.15,6.26%
110,74,C0k_L1400k_M300k_V3,0,1400000,300000,V3,40000,102,8.50,1923669.17,415099.59,34482.32,1669254.25,-196097.85,6.22%
111,39,C0k_L700k_M1000k_V3,0,700000,1000000,V3,40000,103,8.58,1943209.84,483407.92,81302.38,1670132.35,-195219.75,6.30%
112,237,C200k_L1200k_M300k_V1,200000,1200000,300000,V1,5000,295,24.58,2204848.53,1022643.55,84484.45,1670833.21,-194518.89,7.45%
113,118,C100k_L500k_M1100k_V2,100000,500000,1100000,V2,15000,192,16.00,2147643.48,889200.10,153273.91,1671033.06,-194319.04,6.88%
114,8,C0k_L100k_M1600k_V2,0,100000,1600000,V2,15000,174,14.50,2161127.12,926367.42,143491.91,1671455.89,-193896.21,6.40%
115,211,C200k_L700k_M800k_V0,200000,700000,800000,V0,0,360,30.00,2426554.74,1614205.13,245081.17,1671728.88,-193623.22,N/A
116,202,C200k_L500k_M1000k_V1,200000,500000,1000000,V1,5000,299,24.92,2331439.59,1312975.82,236893.63,1673037.15,-192314.95,10.43%
117,101,C100k_L200k_M1400k_V0,100000,200000,1400000,V0,0,360,30.00,2510194.07,1969176.17,304298.72,1673283.70,-192068.40,4.84%
118,163,C100k_L1400k_M200k_V2,100000,1400000,200000,V2,15000,185,15.42,2071799.66,684325.49,40204.87,1675045.46,-190306.64,6.50%
119,34,C0k_L600k_M1100k_V3,0,600000,1100000,V3,40000,102,8.50,1950260.28,488354.69,81146.31,1675474.50,-189877.60,6.26%
120,3,C0k_L0k_M1700k_V2,0,0,1700000,V2,15000,164,13.67,2144903.21,875796.70,135249.79,1677377.52,-187974.58,6.32%
121,29,C0k_L500k_M1200k_V3,0,500000,1200000,V3,40000,102,8.50,1953411.06,490956.00,80596.83,1678704.78,-186647.32,6.22%
122,79,C0k_L1500k_M200k_V3,0,1500000,200000,V3,40000,99,8.25,1928567.04,403001.68,23246.73,1679056.65,-186295.45,6.18%
123,97,C100k_L100k_M1500k_V1,100000,100000,1500000,V1,5000,269,22.42,2405032.46,1430364.05,226283.18,1682194.29,-183157.81,N/A
124,113,C100k_L400k_M1200k_V2,100000,400000,1200000,V2,15000,188,15.67,2163036.74,893459.64,151359.10,1683114.40,-182237.70,6.74%
125,84,C0k_L1600k_M100k_V3,0,1600000,100000,V3,40000,99,8.25,1928454.86,391451.02,11808.24,1683422.33,-181929.77,6.14%
126,89,C0k_L1700k_M0k_V3,0,1700000,0,V3,40000,96,8.00,1934377.58,379928.33,0.00,1684571.77,-180780.33,6.10%
127,168,C100k_L1500k_M100k_V2,100000,1500000,100000,V2,15000,177,14.75,2083539.70,658419.44,20047.67,1685112.11,-180239.99,6.40%
128,24,C0k_L400k_M1300k_V3,0,400000,1300000,V3,40000,99,8.25,1960149.19,491023.51,79686.41,1685291.15,-180060.95,6.18%
129,242,C200k_L1300k_M200k_V1,200000,1300000,200000,V1,5000,288,24.00,2208551.37,978837.88,56027.02,1685612.75,-179739.35,7.15%
130,55,C0k_L1000k_M700k_V4,0,1000000,700000,V4,100000,48,4.00,1816847.89,216097.33,34889.61,1687307.64,-178044.46,6.11%
131,50,C0k_L900k_M800k_V4,0,900000,800000,V4,100000,48,4.00,1817744.57,219461.91,37357.50,1687577.47,-177774.63,6.11%
132,139,C100k_L900k_M700k_V3,100000,900000,700000,V3,40000,99,8.25,1932611.05,417512.20,70466.03,1687623.20,-177728.90,6.33%
133,134,C100k_L800k_M800k_V3,100000,800000,800000,V3,40000,99,8.25,1934019.87,424238.17,75783.18,1687722.39,-177629.71,6.33%
134,206,C200k_L600k_M900k_V0,200000,600000,900000,V0,0,360,30.00,2453041.96,1659453.43,263842.24,1687886.43,-177465.67,N/A
135,19,C0k_L300k_M1400k_V3,0,300000,1400000,V3,40000,98,8.17,1960504.96,488218.24,78418.04,1688099.34,-177252.76,6.15%
136,60,C0k_L1100k_M600k_V4,0,1100000,600000,V4,100000,48,4.00,1817301.29,212465.68,30804.56,1688351.18,-177000.92,6.09%
137,173,C100k_L1600k_M0k_V2,100000,1600000,0,V2,15000,171,14.25,2092347.89,634457.50,0.00,1688641.65,-176710.45,6.30%
138,144,C100k_L1000k_M600k_V3,100000,1000000,600000,V3,40000,99,8.25,1931330.40,407670.09,61904.57,1689149.81,-176202.29,6.29%
139,65,C0k_L1200k_M500k_V4,0,1200000,500000,V4,100000,48,4.00,1818249.07,209107.24,26498.34,1689580.94,-175771.16,6.08%
140,96,C100k_L100k_M1500k_V0,100000,100000,1500000,V0,0,360,30.00,2551391.75,2014424.47,308349.34,1689602.30,-175749.80,5.44%
141,45,C0k_L800k_M900k_V4,0,800000,900000,V4,100000,48,4.00,1820396.74,222416.70,37660.13,1689613.32,-175738.78,6.09%
142,197,C200k_L400k_M1100k_V1,200000,400000,1100000,V1,5000,295,24.58,2371481.99,1343018.23,238225.68,1690311.31,-175040.79,10.08%
143,149,C100k_L1100k_M500k_V3,100000,1100000,500000,V3,40000,99,8.25,1929848.32,396961.69,52678.26,1690757.54,-174594.56,6.26%
144,70,C0k_L1300k_M400k_V4,0,1300000,400000,V4,100000,48,4.00,1818686.68,204739.15,21692.65,1690777.38,-174574.72,6.07%
145,14,C0k_L200k_M1500k_V3,0,200000,1500000,V3,40000,96,8.00,1960719.35,483227.05,76956.95,1691352.40,-173999.70,6.13%
146,40,C0k_L700k_M1000k_V4,0,700000,1000000,V4,100000,48,4.00,1822786.45,224886.72,37740.44,1691555.51,-173796.59,6.08%
147,129,C100k_L700k_M900k_V3,100000,700000,900000,V3,40000,99,8.25,1940435.16,431294.01,76423.73,1691927.78,-173424.32,6.29%
148,75,C0k_L1400k_M300k_V4,0,1400000,300000,V4,100000,48,4.00,1819233.58,200210.60,16617.19,1692058.71,-173293.39,6.05%
149,154,C100k_L1200k_M400k_V3,100000,1200000,400000,V3,40000,99,8.25,1929461.80,387122.78,43225.87,1692681.03,-172671.07,6.22%
150,108,C100k_L300k_M1300k_V2,100000,300000,1300000,V2,15000,183,15.25,2171180.67,887021.01,147933.78,1692915.94,-172436.16,6.61%
151,35,C0k_L600k_M1100k_V4,0,600000,1100000,V4,100000,48,4.00,1824712.41,226793.69,37721.46,1693259.40,-172092.70,6.06%
152,218,C200k_L800k_M700k_V2,200000,800000,700000,V2,15000,192,16.00,2116066.22,750799.42,129949.56,1694014.96,-171337.14,6.90%
153,80,C0k_L1500k_M200k_V4,0,1500000,200000,V4,100000,48,4.00,1819928.28,195583.20,11295.09,1694195.12,-171156.98,6.04%
154,9,C0k_L100k_M1600k_V3,0,100000,1600000,V3,40000,93,7.75,1958550.99,473439.43,75028.15,1694405.19,-170946.91,6.11%
155,30,C0k_L500k_M1200k_V4,0,500000,1200000,V4,100000,48,4.00,1826096.40,228055.99,37599.76,1694691.45,-170660.65,6.05%
156,213,C200k_L700k_M800k_V2,200000,700000,800000,V2,15000,189,15.75,2127824.86,770010.49,142608.48,1695610.07,-169742.03,6.97%
157,25,C0k_L400k_M1300k_V4,0,400000,1300000,V4,100000,48,4.00,1826856.89,228588.54,37371.82,1695816.44,-169535.66,6.04%
158,223,C200k_L900k_M600k_V2,200000,900000,600000,V2,15000,192,16.00,2109551.97,727934.36,113598.75,1695900.46,-169451.64,6.80%
159,124,C100k_L600k_M1000k_V3,100000,600000,1000000,V3,40000,99,8.25,1945748.63,436517.94,76334.19,1695901.88,-169450.22,6.26%
160,4,C0k_L0k_M1700k_V3,0,0,1700000,V3,40000,90,7.50,1952816.52,459981.94,72874.88,1695912.10,-169440.00,6.10%
161,92,C100k_L0k_M1600k_V1,100000,0,1600000,V1,5000,247,20.58,2378180.92,1316863.45,207218.59,1696998.61,-168353.49,7.66%
162,159,C100k_L1300k_M300k_V3,100000,1300000,300000,V3,40000,96,8.00,1932387.16,375327.77,32851.69,1697713.47,-167638.63,6.19%
163,20,C0k_L300k_M1400k_V4,0,300000,1400000,V4,100000,47,3.92,1828457.29,228332.32,37041.12,1698786.66,-166565.44,6.03%
164,85,C0k_L1600k_M100k_V4,0,1600000,100000,V4,100000,45,3.75,1825415.02,191001.10,5769.26,1698817.16,-166534.94,6.02%
165,228,C200k_L1000k_M500k_V2,200000,1000000,500000,V2,15000,189,15.75,2106887.16,702414.68,95950.37,1699350.66,-166001.44,6.69%
166,247,C200k_L1400k_M100k_V1,200000,1400000,100000,V1,5000,277,23.08,2223712.99,936725.76,27766.98,1699433.61,-165918.49,6.89%
167,140,C100k_L900k_M700k_V4,100000,900000,700000,V4,100000,45,3.75,1817269.20,194454.85,32658.19,1700172.80,-165179.30,6.09%
168,90,C0k_L1700k_M0k_V4,0,1700000,0,V4,100000,45,3.75,1826686.31,186503.12,0.00,1700446.25,-164905.85,6.01%
169,135,C100k_L800k_M800k_V4,100000,800000,800000,V4,100000,45,3.75,1818123.75,197423.21,34771.99,1700504.50,-164847.60,6.09%
170,5,C0k_L0k_M1700k_V4,0,0,1700000,V4,100000,45,3.75,1827379.58,222812.43,35616.03,1700565.99,-164786.11,6.01%
171,164,C100k_L1400k_M200k_V3,100000,1400000,200000,V3,40000,96,8.00,1931846.16,364201.97,22266.89,1700648.31,-164703.79,6.15%
172,15,C0k_L200k_M1500k_V4,0,200000,1500000,V4,100000,45,3.75,1830937.26,227409.47,36655.39,1700935.68,-164416.42,6.02%
173,10,C0k_L100k_M1600k_V4,0,100000,1600000,V4,100000,45,3.75,1829625.48,225630.67,36188.38,1700978.45,-164373.65,6.01%
174,145,C100k_L1000k_M600k_V4,100000,1000000,600000,V4,100000,45,3.75,1817703.44,191127.83,28896.93,1701142.52,-164209.58,6.08%
175,150,C100k_L1100k_M500k_V4,100000,1100000,500000,V4,100000,45,3.75,1818211.78,187568.48,24829.24,1702198.10,-163154.00,6.07%
176,119,C100k_L500k_M1100k_V3,100000,500000,1100000,V3,40000,96,8.00,1953677.27,439687.21,75921.02,1702395.58,-162956.52,6.22%
177,130,C100k_L700k_M900k_V4,100000,700000,900000,V4,100000,45,3.75,1820563.96,199959.67,34868.25,1702457.05,-162895.05,6.07%
178,103,C100k_L200k_M1400k_V2,100000,200000,1400000,V2,15000,176,14.67,2177271.14,873425.67,143481.94,1702737.05,-162615.05,6.49%
179,208,C200k_L600k_M900k_V2,200000,600000,900000,V2,15000,189,15.75,2143237.62,788104.96,145290.20,1703237.67,-162114.43,6.89%
180,155,C100k_L1200k_M400k_V4,100000,1200000,400000,V4,100000,45,3.75,1819143.79,184189.28,20518.03,1703424.87,-161927.23,6.06%
181,233,C200k_L1100k_M400k_V2,200000,1100000,400000,V2,15000,186,15.50,2103455.25,675287.35,77330.64,1704008.43,-161343.67,6.59%
182,201,C200k_L500k_M1000k_V0,200000,500000,1000000,V0,0,360,30.00,2485427.62,1704701.73,276704.88,1704139.82,-161212.28,N/A
183,125,C100k_L600k_M1000k_V4,100000,600000,1000000,V4,100000,45,3.75,1822582.00,201987.81,34878.34,1704180.13,-161171.97,6.06%
184,160,C100k_L1300k_M300k_V4,100000,1300000,300000,V4,100000,45,3.75,1819714.34,179996.12,15754.32,1704649.91,-160702.19,6.04%
185,114,C100k_L400k_M1200k_V3,100000,400000,1200000,V3,40000,96,8.00,1955225.54,440505.17,75190.71,1704897.70,-160454.40,6.19%
186,120,C100k_L500k_M1100k_V4,100000,500000,1100000,V4,100000,45,3.75,1824101.11,203427.88,34799.31,1705640.50,-159711.60,6.05%
187,91,C100k_L0k_M1600k_V0,100000,0,1600000,V0,0,360,30.00,2593316.15,2059672.77,311673.23,1705920.91,-159431.19,5.94%
